"","Site","Zone","Management","ID","Diam_Holdfast","TW_sum","LT","Structure","Weight_Str","porc_TW","FW","DW","High_Holdfast","Stipes","First_bif","Diam_stipes","LT_stipes","Dichot_stipes","ID_IRMS","peso_mg","mg_N2","ug_N2","X15N","mg_C","ug_C","X13C","porc_N","porc_C","C_N"
"153","Puerto Viejo","North","OA",10,7,194,87,"Blades",132,68.0412371134021,0.583,0.1529,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Puerto Viejo","North","OA",11,23,5853,302,"Holdfast",1013,17.307363745088,1.704,1.1064,"25","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Puerto Viejo","North","OA",11,23,5853,302,"Stipes",2050,35.0247736203656,3.0853,0.5873,"NA","1","8","63.5","136","136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Puerto Viejo","North","OA",11,23,5853,302,"Blades",2790,47.6678626345464,0.3953,0.1066,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Puerto Viejo","North","OA",12,33,6965,330,"Holdfast",1530,21.9669777458722,1.7653,0.5737,"17","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Puerto Viejo","North","OA",12,33,6965,330,"Stipes",2800,40.2010050251256,1.9095,0.5527,"NA","3","21.66666667","43.23333333","126","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Puerto Viejo","North","OA",12,33,6965,330,"Blades",2635,37.8320172290022,0.5127,0.1227,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Puerto Viejo","North","OA",13,8,213,77,"Holdfast",25,11.7370892018779,0.848,0.5332,"3","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Puerto Viejo","North","OA",13,8,213,77,"Stipes",57,26.7605633802817,2.0929,0.138,"NA","3","1","12.6","20.66666667","20.66666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Puerto Viejo","North","OA",13,8,213,77,"Blades",131,61.5023474178404,0.2973,0.0774,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Chanaral TURF","North-Center","TURF",1,15,1307,125,"Holdfast",202,15.4552410099464,3.681,1.0136,"11","NA","NA","NA","NA","NA",1226,1.336,0.026,26.251,11.779,0.452,451.525,-24.01,1.965,33.797,17.2
"164","Chanaral TURF","North-Center","TURF",1,15,1307,125,"Stipes",339,25.9372609028309,2.2632,0.6268,"NA","2","38","26.15","56","56",1211,1.18,0.022,21.513,11.987,0.397,397.189,-22.733,1.823,33.66,18.463
"165","Chanaral TURF","North-Center","TURF",1,15,1307,125,"Blades",766,58.6074980872226,0.7439,0.1189,"NA","NA","NA","NA","NA","NA",1195,1.447,0.028,28.354,10.474,0.429,428.969,-25.728,1.96,29.645,15.129
"166","Chanaral TURF","North-Center","TURF",2,26,3727,168,"Holdfast",761,20.418567212235,1.5625,0.3416,"17","NA","NA","NA","NA","NA",1227,1.135,0.017,16.551,13.845,0.364,363.587,-25.316,1.458,32.034,21.967
"167","Chanaral TURF","North-Center","TURF",2,26,3727,168,"Stipes",1250,33.5390394419104,3.1206,0.7342,"NA","2","7.4","38.75","87.5","87.5",1212,1.347,0.027,26.858,10.18,0.43,430.161,-24.577,1.994,31.935,16.016
